ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTABELECI,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS
874,-46712124,-23771107,355030855000005,3550308005299,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,JD CAMPINAS-SADT,"PLEIADES,DAS,R,S/N",JD. MARIA AMALIACAMPINAS,55273589,04858550,2787229.000000,1,Municipal,48,SERVICO DE APOIO DIAGNOSTICO E TERAPEUTICO,2,APOIO DIAGNOSTICO,0
875,-46704621,-23722254,355030823000019,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JD CLIPPER-SADT,"CARLOS PEZZOLO,DR,S/N",PQ ESMERALDA,59285703,04828070,2751887.000000,1,Municipal,48,SERVICO DE APOIO DIAGNOSTICO E TERAPEUTICO,2,APOIO DIAGNOSTICO,0
876,-46704938,-23743565,355030823000196,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JD ICARAI I (QUINTANA) -SADT,"ROQUE DO PARAGUASSU,R,190",V QUINTANA,59280272,04837150,6360890.000000,1,Municipal,48,SERVICO DE APOIO DIAGNOSTICO E TERAPEUTICO,2,APOIO DIAGNOSTICO,0
877,-46685595,-23755005,355030830000013,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,"MILTON ALDRED,DR- SADT","SAO CAETANO DO SUL,R,381",GRAJAU,59322015,04840230,2751909.000000,1,Municipal,48,SERVICO DE APOIO DIAGNOSTICO E TERAPEUTICO,2,APOIO DIAGNOSTICO,0
878,-46664681,-23672783,355030822000066,3550308005164,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,V CONSTANCIA -APOIO DIAGNOSTICO,"HERMENEGILDO MARTINI,R,S/N",V CONSTANCIA,55626944,,6415415.000000,1,Municipal,48,SERVICO DE APOIO DIAGNOSTICO E TERAPEUTICO,2,APOIO DIAGNOSTICO,0
879,-46501191,-23609206,355030876000327,3550308005157,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,BETINHO - SAE DST/AIDS,"VILANOVA ARTIGAS,ARQ,AV,515",JD SAPOPEMBA,67047095,03928240,2774755.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0
880,-46641282,-23531379,355030869000100,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,CAMPOS ELISEOS-SAE DST/AIDS,"CLEVELAND,R,374",CAMPOS ELISEOS,33311216,01218000,2786702.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0
881,-46704339,-23710184,355030823000169,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CIDADE DUTRA - SAE DST/AIDS,"CRISTINA DE VASCONCELOS CECCATO,R,109",CIDADE DUTRA,56668301,04809080,4049802.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0
882,-46470835,-23553674,355030824000108,3550308005203,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,CIDADE LIDER II-SAE DST/AIDS,"MEDIO IGUACU,R,86",CIDADE LIDER,67480255,08285130,2752115.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0
883,-46505187,-23511392,355030864000071,3550308005142,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,FIDELIS RIBEIRO- SAE DST/AIDS,"PEIXOTO,R,100",V BUENOS AYRES,66210217,03627010,2752123.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0
884,-46780621,-23641911,355030817000129,3550308005236,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JD MITSUTANI-SAE DST/AIDS,"XISTO TEUBER,FREI,R, 50",JD. MITSUTANI,58419020,05791080,2069644.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0
885,-46599364,-23596552,355030834000055,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,JOSE FRANCISCO DE ARAUJO-SAE DST/AIDS IPIRANGA,"GONCALVES LEDO,R,606",IPIRANGA,22735073,04216030,2752131.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0
886,-46706472,-23524737,355030848000008,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,LAPA -SAE DST/AIDS PAULO CESAR BONFIM,"TOME DE SOUZA,R, 30",LAPA,38322386,05079000,2786648.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0
887,-46629047,-23486076,355030870000111,3550308005065,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,MARCOS LOTEMBERG-SANTANA SAE DST/AIDS,"LUIS LUSTOSA DA SILVA,DR,R,339",MANDAQUI,69777739,02406040,2752158.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0
888,-46645846,-23628113,355030877000121,3550308005094,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,SAE DST/AIDS - CECI,"CECI,AV,2235",PLANALTO PAULISTA,,,7079648.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0
889,-46755741,-23669059,355030846000171,3550308005223,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,SAE DST/AIDS M BOI MIRIM,"DEOCLECIANO DE OLIVEIRA FILHO, R., 641",,,,7311176,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0
890,-46582361,-23581804,355030893000064,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,VILA PRUDENTE - SAE DST/AIDS,"CENTENARIO DE V PRUDENTE,PCA,108",V  PRUDENTE,22742523,03132050,7136625.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0
891,-46743410,-23565411,355030867000216,3550308005184,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,BUTANTA-SAE DST/AIDS E UAD,"CORIFEU DE AZEVEDO MARQUES,AV,3596",BUTANTA,37681523,,2786699.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS E UAD,8,UNIDADES DST/AIDS,0
892,-46645846,-23628113,355030877000121,3550308005094,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,ALEXANDRE KALIL - SDI,"CECI,AV,2235",PLANALTO PAULISTA,22751999,04065004,2751844.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
893,-46500964,-23542114,355030891000094,3550308005147,93,VILA MATILDE,21,PENHA,Leste,Leste 1,"ALEXANDRE ZAIO,DR-SDI","ALVES MALDONADO,R,128",V  NHOCUNE,67492855,03558050,2080788.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
894,-46472507,-23499140,355030828000052,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,"ALIPIO CORREA NETO,DR-SDI","RODRIGO DE BRUN,AL,1989",ERM MATARAZZO,69439944,03807230,2082829.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
895,-46722018,-23537043,355030802000062,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,ALTO DE PINHEIROS- SDI,"QUEIROS FILHO,313",ALTO DE PINHEIROS,30234588,05319010,3503488,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
896,-46612505,-23482098,355030882000068,3550308005066,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,"ARMANDO DE AGUIAR PUPO,DR - SDI","NOVA CANTAREIRA,AV,1476",TUCURUVI,29526700,02331002,2751984.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
897,-46645012,-23652993,355030838000337,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,"ARTHUR RIBEIRO DE SABOYA,DR-SDI","FRANCISCO DE PAULA Q RIBEIRO,AV,860",JABAQUARA,50115111,04330020,2081970.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
898,-46513957,-23587148,355030876000154,3550308005156,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,"BENEDICTO MONTE NEGRO,DR-SDI","ANTONIO LAZARO,R,226",JD. IVA,67218684,03921080,2084139.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
899,-46490063,-23522787,355030864000052,3550308005143,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,BURGO PAULISTA-SDI,"JOSE SILVA ALCANTARA FILHO,R,210",PONTE RASA,62800080,03680000,2752190.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
900,-46738973,-23583954,355030812000118,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,"CAETANO VIRGILIO NETO,DR-SDI BANDEIRANTES","AUGUSTO FARINHA,R,1125",JD. PINHEIROS,37316018,05594001,2027100.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
901,-46520533,-23504946,355030818000001,3550308005137,18,CANGAIBA,21,PENHA,Leste,Leste 1,CANGAIBA-SDI,"CANGAIBA,AV,3722",CANGAIBA,66216523,03711001,2752204.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
902,-46565873,-23532816,355030880000026,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,"CARMINO CARICCHIO,DR-SDI","CELSO GARCIA,AV,4815",TATUAPE,61917000,03063000,2080346.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
903,-46409444,-23568023,355030825000009,3550308005269,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CASA SER- SD,"GUILHERME DE ABREU SOBRE,DR,R,485",CIDADE TIRADENTES,65557090,08490110,3008681.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
904,-46659460,-23695249,355030858000064,3550308005216,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,CESAR ANTUNES DA ROCHA-SDI,"CORREGO AZUL,R,433",PEDREIRA,56115044,04463010,2751925.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
905,-46748602,-23648271,355030846000253,3550308005229,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,FERNANDO MAURO P DA ROCHA - SDI,"TEREZA M. OLIVEIRA, R,17/ ITAPECERICA, ESTR,1661",V  MARACANA,55195800,05835005,2786680.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
906,-46608202,-23587114,355030834000009,3550308005019,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,"FLAVIO GIANOTTI,DR-SDI","XAVIER DE ALMEIDA,R,210",IPIRANGA,61630622,,2751860.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
907,-46637560,-23651657,355030838000094,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,"GERALDO S FERREIRA,DR-SDI","ARMANDO DE ARRUDA PEREIRA,ENG,AV,2944",PQ JABAQUARA,55882366,04309011,2042991.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
908,-46493347,-23501684,355030828000090,3550308005140,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,HUMBERTO CERRUTI-SDI,"OLAVO EGIDIO SOUZA ARANHA,AV,630",V CISPER,29439991,03822000,2752247.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
909,-46589869,-23571287,355030853000067,3550308005018,54,MOOCA,25,MOOCA,Leste,Leste 1,"IGNACIO PROENCA DE GOUVEA,DR-SDI","JUVENTUS,R,562",MOOCA,61699923,03124020,2084473.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
910,-46780622,-23641910,355030817000129,3550308005236,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JD  MITSUTANI-SDI,"FREI XISTO TEUBER,R,50",JD MITSUTANI,58429292,05791080,2787636.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
911,-46539564,-23599363,355030872000050,3550308005158,74,SAO LUCAS,29,VILA PRUDENTE,Leste,Leste 1,JD GUAIRACA-SDI,"ERVA IMPERIAL,R,501",CID CONTINENTAL,61046100,03244030,2752263.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
912,-46789594,-23653044,355030819000295,3550308005296,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JD MACEDONIA-SDI,"LOUIS BOLOGNE,R,133",JD. MACEDONIA,58211147,05894350,4049918.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
913,-46383921,-23510992,355030836000057,3550308005254,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JD NELIA-SDI,"ITAJUIBE,R,1910",ITAIM PAULISTA,69633802,08142000,2027526.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
914,-46412487,-23557468,355030831000169,3550308005264,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,JD S CARLOS -SDI,"MACABU,R,35",JD. SAO CARLOS,25577021,08411470,4050312.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
915,-46722018,-23537038,355030802000062,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,"JOAO CATARIN MEZOMO,PROF- SDI","QUEIROS FILHO,AV,313",PQ. DA LAPA,30224122,05319000,2082837.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
916,-46434612,-23553169,355030847000033,3550308005262,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,JOSE BONIFACIO IV- SDI,"ANDREAS AMON,R,150",COHAB JOSE BONIFACIO,65232158,08255130,2751895.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
917,-46727089,-23484117,355030863000002,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,"JOSE SOARES HUNGRIA,DR-SDI","MENOTTI LAUDIZIO,AV,100",PIRITUBA,39747000,02945000,2077450.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
918,-46671580,-23479782,355030813000142,3550308005124,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,"MARIO DE MORAES ALTENFELDER SILVA,DR,ESC-SDI/HOSP MAT","EMILIO CARLOS,DEP,AV,3100",V N CACHOEIRINHA,38594122,02720200,2079186.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
919,-46764642,-23577587,355030867000061,3550308005182,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,"MARIO DEGNI,PROF(JD SARAH)- SDI/HOSP E MATER","LUCAS DE LEYDE,AV,257",V  ANTONIO,37684900,05376010,2075717.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
920,-46623105,-23462448,355030881000093,3550308005133,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,"MARIQUINHA SCIACIA,D -SDI","JOSE VICENTE,DR,R,39",TREMEMBE,22032489,02370080,2027690.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
921,-46737938,-23403315,355030861000051,3550308005242,62,PERUS,1,PERUS,Norte,Norte 1,PERUS-SDI,"JULIO DE OLIVEIRA,R,80",V FLAMENGO,39171263,05201070,3094340.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
922,-46700494,-23656083,355030871000060,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO-SDI,"CARLOS GOMES,R,695",STO  AMARO,56861613,04744001,2786656.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
923,-46489371,-23590086,355030873000102,3550308005154,75,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,SAO MATEUS - SDI/CENTRO DIAGNOSTICO IMAGEM,"MATEO BEI,R,838",SAO MATEUS,69190697,03949001,3219852.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
924,-46694171,-23489709,355030829000013,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,SDI - CENTRO REF  DST/AIDS FREG DO O-N SRA. DO O,"ITABERABA,AV,1377",FREGUESIA DO O,39759473,02734000,2752026.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
925,-46550021,-23526200,355030859000135,3550308005071,60,PENHA,21,PENHA,Leste,Leste 1,SDI - HORA CERTA PENHA,"NOSSA SENHORA DA PENHA,PCA, 55",PENHA DE FRANCA,20924845,03632010,2751933.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
926,-46780777,-23734802,355030843000272,3550308005289,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,SDI - M'BOI MIRIM II,"FUNCIONARIOS PUBLICOS, DOS, AV.,379",JD VERA CRUZ,58985900,04962000,7378394,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
927,-46736069,-23666232,355030846000045,3550308005225,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,SDI/HOSPITAL DIA DA REDE HORA CERTA M'BOI MIRIM I,"PHILIPE DE VITRY,R,280",JD STA JOSEFINA,58947251,05819080,2091658,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
928,-46765883,-23631052,355030817000009,3550308005235,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,SDIJARDIM PIRAJUSSARA,"AMADEU DA SILVA SAMELO, AV.,423",JD MARTINICA,,05760140,2091682,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
929,-46696838,-23659600,355030816000098,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,SERVICO ESTADUAL DE DIAGNOSTICO POR IMAGEM I SEDI I,"NOSSA SENHORA DO SABARA,AV,234",CAMPO GRANDE,,04686000,6932355,2,Estadual,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
930,-46639001,-23573453,355030890000161,3550308005020,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,SERVICO ESTADUAL DE DIAGNOSTICO POR IMAGEM III SEDI III,"VERGUEIRO,R,1353",PARAISO,50887900,04101000,6927726.000000,2,Estadual,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
931,-46592704,-23606818,355030868000236,3550308005086,69,SACOMA,13,IPIRANGA,Sul,Sul 1,SERVICO ESTADUAL DIAGNOSTICO POR IMAGEM,"ALMIRANTE DELAMARE,AV,1534",IPIRANGA,20653150,04230000,6926207.000000,2,Estadual,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
932,-46439508,-23496638,355030874000089,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,TIDE SETUBAL-CDI,"JOSE GUILHERME EIRAS,DR,R,123",S M PAULISTA,69568045,08010220,2080583.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
933,-46717684,-23434929,355030842000177,3550308005188,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,UNIAO DAS VILAS DE TAIPAS - SDI,"ELISIO TEIXEIRA LEITE,AV,7703",PARADA DE TAIPAS,39712432,02710000,2788667.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
934,-46627859,-23550525,355030878000003,3550308005001,80,SE,9,SE,Centro,Centro,UNIDADE DIAGNOSTICO POR IMAGEM - SDI,"FREDERICO ALVARENGA,R,259",PQ DOM PEDRO,31052742,01020030,5457963.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
935,-46664681,-23672783,355030822000066,3550308005164,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,V CONSTANCIA-SDI,"HERMENEGILDO MARTINI,R,S/N",V CONSTANCIA,55626944,04657010,2788799.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
936,-46740777,-23642548,355030846000286,3550308005228,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,V DAS BELEZAS - SDI,"ISAIAS BRANCO DE ARAUJO,TTE,R,101",V DAS BELEZAS,55114712,05840150,4049810.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
937,-46605055,-23515717,355030886000029,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,V GUILHERME- SID,"JOAO VENTURA BATISTA,R,615",V GUILHERME,69015883,02054100,2788950.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
938,-46582361,-23581804,355030893000064,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,V PRUDENTE - SDI,"CENTENARIO DE V PRUDENTE,PCA,108",V  PRUDENTE,22731665,03132050,2751852.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
939,-46734262,-23597378,355030894000023,3550308005178,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,V SONIA -SDI,"ABRAHAO CALIL REZEK,R,91",V  SONIA,37429844,05625050,2789256.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
940,-46503551,-23490014,355030818000113,3550308005138,18,CANGAIBA,21,PENHA,Leste,Leste 1,VILA SILVIA - SDI,"BELEM SANTOS,R,8",CANGA-BA,,03821170,6592899.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
941,-46444300,-23530669,355030837000041,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,"WALDOMIRO DE PAULA,PROF-SDI","AUGUSTO CARLOS BAUMANN,R,1074",ITAQUERA,69446355,08210590,2077639.000000,1,Municipal,15,SERVICO DE DIAGNOSTICO POR IMAGEM,2,APOIO DIAGNOSTICO,0
942,-46606679,-23487169,355030882000062,3550308005066,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,CENENORTE-CLINICA NEFROLOGICA,"ATALIBA LEONEL,GAL,AV,3254",CARANDIRU,69497779,02340000,2091372.000000,4,Privado,48,SERVICOS DE NEFROLOGIA,2,APOIO DIAGNOSTICO,0
943,-46735516,-23632265,355030883000021,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,SENESP-SERV DE NEFROLOGIA DE SP,"CLARINDO,R,59",VILA ANDRADE,37712203,,2071991.000000,4,Privado,48,SERVICOS DE NEFROLOGIA,2,APOIO DIAGNOSTICO,0
944,-46743410,-23565411,355030867000216,3550308005184,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,BUTANTA - SUVIS,"CORIFEU DE AZEVEDO MARQUES,AV,3596",BUTANTA,37682489,05340000,2752395,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0
945,-46757642,-23639709,355030817000111,3550308005237,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,CAMPO LIMPO/CAPAO REDONDO - SUVIS,"NOSSA SENHORA DO BOM CONSELHO,AV,59",CH. NSA.SRA.BOM CONSELHO,58148995,05763470,2752417,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0
946,-46653878,-23491001,355030821000026,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,CASA VERDE/CACHOEIRINHA - SUVIS,"ARMANDO COELHO DA SILVA,R,882",CASA VERDE,62392907,02539000,2752409,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0
947,-46666612,-23654965,355030822000185,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,CIDADE ADEMAR/SANTO AMARO - SUVIS,"MARIA CUOFONO SALZANO,R,185",JD. SANTO ANTONINHO,55636520,04368060,2086786,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0
948,-46395415,-23596246,355030825000161,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CIDADE TIRADENTES - SUVIS,"MANUEL MOSCOSO,R,15",CIDADE TIRADENTES,62855011,08470570,3355020,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0
949,-46472507,-23499140,355030828000052,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,ERMELINO MATARAZZO - SUVIS,"RODRIGO DE BRUM,AL,1989",V. PARANAGUA,29439944,03807230,2752433,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0
950,-46700036,-23498899,355030829000023,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,FREGUESIA DO O/BRASILANDIA - SUVIS,"CHICO DE PAULA,R,238",FREGUESIA DO O,39354249,02926000,2752441.000000,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0
